power_output,radiation,time
0,0.0,1535333700.0
0,0.1,1535334000.0
0,0.0,1535334300.0
0,0.0,1535334600.0
0,0.0,1535334900.0
0,0.1,1535335200.0
0,0.1,1535335500.0
0,0.0,1535335800.0
0,0.0,1535336100.0
0,0.1,1535336400.0
0,0.0,1535336700.0
0,0.1,1535337000.0
0,0.0,1535337300.0
0,0.0,1535337600.0
0,0.0,1535337900.0
0,0.0,1535338200.0
0,0.0,1535338500.0
0,0.1,1535338800.0
0,0.2,1535339100.0
0,0.2,1535339400.0
0,0.5,1535339700.0
5,0.8,1535340000.0
43,0.12,1535340300.0
234,0.16,1535340600.0
349,0.21,1535340900.0
582,0.26,1535341200.0
911,0.33,1535341500.0
1271,0.54,1535341800.0
1643,0.65,1535342100.0
2056,0.84,1535342400.0
2536,0.97,1535342700.0
3057,1.9,1535343000.0
3527,1.22,1535343300.0
4038,1.37,1535343600.0
4588,1.53,1535343900.0
5174,1.72,1535344200.0
5857,1.88,1535344500.0
6397,2.2,1535344800.0
6970,2.18,1535345100.0
7729,2.41,1535345400.0
8541,2.6,1535345700.0
9244,2.76,1535346000.0
10011,2.95,1535346300.0
10701,3.16,1535346600.0
11547,3.38,1535346900.0
12346,3.59,1535347200.0
13125,3.79,1535347500.0
13964,4.2,1535347800.0
14774,4.2,1535348100.0
15557,4.41,1535348400.0
16337,4.61,1535348700.0
17126,4.82,1535349000.0
17868,4.96,1535349300.0
18550,5.17,1535349600.0
19247,5.31,1535349900.0
19835,5.49,1535350200.0
20572,5.7,1535350500.0
21364,5.89,1535350800.0
22077,6.7,1535351100.0
22659,6.24,1535351400.0
23321,6.43,1535351700.0
23976,6.61,1535352000.0
24641,6.76,1535352300.0
25130,6.93,1535352600.0
25743,7.12,1535352900.0
26439,7.27,1535353200.0
26983,7.46,1535353500.0
27469,7.57,1535353800.0
28019,7.71,1535354100.0
28499,7.88,1535354400.0
28954,8.5,1535354700.0
29388,8.11,1535355000.0
29689,8.18,1535355300.0
30015,8.31,1535355600.0
30287,8.42,1535355900.0
30705,8.57,1535356200.0
31005,8.69,1535356500.0
31515,8.84,1535356800.0
31824,8.93,1535357100.0
31946,8.96,1535357400.0
32368,9.11,1535357700.0
32747,9.26,1535358000.0
32901,9.32,1535358300.0
33211,9.36,1535358600.0
33359,9.46,1535358900.0
33424,9.5,1535359200.0
33645,9.61,1535359500.0
33858,9.73,1535359800.0
33917,9.71,1535360100.0
34160,9.78,1535360400.0
34259,9.82,1535360700.0
34439,9.88,1535361000.0
34431,9.88,1535361300.0
34432,9.91,1535361600.0
34599,9.95,1535361900.0
34671,9.99,1535362200.0
34650,9.96,1535362500.0
34418,9.99,1535362800.0
34609,10.1,1535363100.0
34617,9.95,1535363400.0
34628,9.98,1535363700.0
34613,9.95,1535364000.0
34509,9.9,1535364300.0
34537,9.84,1535364600.0
34343,9.82,1535364900.0
33922,9.78,1535365200.0
33781,9.71,1535365500.0
33677,9.67,1535365800.0
33585,9.55,1535366100.0
33296,9.48,1535366400.0
33087,9.44,1535366700.0
33023,9.36,1535367000.0
32971,9.35,1535367300.0
32759,9.23,1535367600.0
32679,9.23,1535367900.0
32500,9.4,1535368200.0
31728,8.84,1535368500.0
31736,8.86,1535368800.0
31348,8.7,1535369100.0
30649,8.45,1535369400.0
30393,8.39,1535369700.0
30382,8.32,1535370000.0
29975,8.26,1535370300.0
29833,8.32,1535370600.0
30204,8.23,1535370900.0
29589,8.1,1535371200.0
29037,7.89,1535371500.0
28478,7.74,1535371800.0
27584,7.54,1535372100.0
16832,7.44,1535372400.0
20090,1.48,1535372700.0
10743,6.28,1535373000.0
25260,7.19,1535373300.0
26219,7.3,1535373600.0
23322,2.14,1535373900.0
13463,6.59,1535374200.0
24957,6.75,1535374500.0
24640,6.6,1535374800.0
20175,5.99,1535375100.0
21454,6.14,1535375400.0
21972,5.95,1535375700.0
20412,5.59,1535376000.0
19954,5.58,1535376300.0
19527,5.4,1535376600.0
14268,4.46,1535376900.0
14782,4.42,1535377200.0
10049,4.16,1535377500.0
8120,1.17,1535377800.0
4352,1.17,1535378100.0
9393,2.62,1535378400.0
3567,0.95,1535378700.0
3777,1.7,1535379000.0
4710,1.64,1535379300.0
11113,3.5,1535379600.0
7329,1.11,1535379900.0
3754,0.95,1535380200.0
5702,2.7,1535380500.0
5017,1.11,1535380800.0
4589,1.2,1535381100.0
5257,1.11,1535381400.0
6117,0.88,1535381700.0
3531,0.83,1535382000.0
3427,1.14,1535382300.0
3619,0.76,1535382600.0
2982,0.75,1535382900.0
2856,0.68,1535383200.0
2584,0.62,1535383500.0
2391,0.52,1535383800.0
1727,0.41,1535384100.0
1316,0.35,1535384400.0
958,0.24,1535384700.0
644,0.18,1535385000.0
474,0.16,1535385300.0
345,0.12,1535385600.0
222,0.8,1535385900.0
93,0.5,1535386200.0
6,0.2,1535386500.0
0,0.0,1535386800.0
0,0.1,1535387100.0
0,0.2,1535387400.0
0,0.3,1535387700.0
0,0.4,1535388000.0
0,0.4,1535388300.0
0,0.4,1535388600.0
0,0.4,1535388900.0
0,0.3,1535389200.0
0,0.3,1535389500.0
0,0.3,1535389800.0
0,0.3,1535390100.0
0,0.3,1535390400.0
0,0.2,1535390700.0
0,0.3,1535391000.0
0,0.3,1535391300.0
0,0.3,1535391600.0
0,0.3,1535391900.0
0,0.3,1535392200.0
0,0.3,1535392500.0
0,0.3,1535392800.0
0,0.3,1535393100.0
0,0.0,1535393400.0
0,0.1,1535393700.0
0,0.1,1535394000.0
0,0.0,1535394300.0
0,0.0,1535394600.0
0,0.1,1535394900.0
0,0.1,1535395200.0
0,0.1,1535395500.0
0,0.2,1535395800.0
0,0.1,1535396100.0
0,0.0,1535396400.0
0,0.0,1535396700.0
0,0.1,1535397000.0
0,0.0,1535397300.0
0,0.1,1535397600.0
0,0.2,1535397900.0
0,0.2,1535398200.0
0,0.2,1535398500.0
0,0.2,1535398800.0
0,0.3,1535399100.0
0,0.3,1535399400.0
0,0.2,1535399700.0
0,0.2,1535400000.0
0,0.2,1535400300.0
0,0.2,1535400600.0
0,0.2,1535400900.0
0,0.2,1535401200.0
0,0.2,1535401500.0
0,0.2,1535401800.0
0,0.2,1535402100.0
0,0.2,1535402400.0
0,0.2,1535402700.0
0,0.2,1535403000.0
0,0.1,1535403300.0
0,0.2,1535403600.0
0,0.1,1535403900.0
0,0.1,1535404200.0
0,0.2,1535404500.0
0,0.2,1535404800.0
0,0.2,1535405100.0
0,0.2,1535405400.0
0,0.2,1535405700.0
0,0.2,1535406000.0
0,0.2,1535406300.0
0,0.2,1535406600.0
0,0.2,1535406900.0
0,0.2,1535407200.0
0,0.2,1535407500.0
0,0.1,1535407800.0
0,0.1,1535408100.0
0,0.1,1535408400.0
0,0.0,1535408700.0
0,0.0,1535409000.0
0,0.1,1535409300.0
0,0.1,1535409600.0
0,0.1,1535409900.0
0,0.1,1535410200.0
0,0.0,1535410500.0
0,0.0,1535410800.0
0,0.0,1535411100.0
0,0.1,1535411400.0
0,0.1,1535411700.0
0,0.0,1535412000.0
0,0.1,1535412300.0
0,0.1,1535412600.0
0,0.1,1535412900.0
0,0.1,1535413200.0
0,0.0,1535413500.0
0,0.1,1535413800.0
0,0.0,1535414100.0
0,0.0,1535414400.0
0,0.0,1535414700.0
0,0.1,1535415000.0
0,0.0,1535415300.0
0,0.1,1535415600.0
0,0.0,1535415900.0
0,0.0,1535416200.0
0,0.0,1535416500.0
0,0.0,1535416800.0
0,0.0,1535417100.0
0,0.1,1535417400.0
0,0.0,1535417700.0
0,0.0,1535418000.0
0,0.1,1535418300.0
0,0.0,1535418600.0
0,0.1,1535418900.0
0,0.0,1535419200.0
0,0.0,1535419500.0
0,0.1,1535419800.0
0,0.0,1535420100.0
0,0.0,1535420400.0
0,0.0,1535420700.0
0,0.1,1535421000.0
0,0.0,1535421300.0
0,0.0,1535421600.0
0,0.0,1535421900.0
0,0.0,1535422200.0
0,0.0,1535422500.0
0,0.0,1535422800.0
0,0.0,1535423100.0
0,0.0,1535423400.0
0,0.0,1535423700.0
0,0.1,1535424000.0
0,0.1,1535424300.0
0,0.1,1535424600.0
0,0.1,1535424900.0
0,0.0,1535425200.0
0,0.1,1535425500.0
0,0.1,1535425800.0
0,0.3,1535426100.0
0,0.5,1535426400.0
6,0.9,1535426700.0
50,0.12,1535427000.0
279,0.18,1535427300.0
402,0.23,1535427600.0
756,0.28,1535427900.0
1116,0.5,1535428200.0
1480,0.64,1535428500.0
1848,0.83,1535428800.0
2321,0.99,1535429100.0
2891,1.8,1535429400.0
3433,1.25,1535429700.0
4006,1.41,1535430000.0
4623,1.59,1535430300.0
5245,1.75,1535430600.0
5864,1.93,1535430900.0
6530,2.11,1535431200.0
7182,2.28,1535431500.0
7848,2.46,1535431800.0
8529,2.62,1535432100.0
9211,2.79,1535432400.0
9922,2.98,1535432700.0
10679,3.18,1535433000.0
11485,3.39,1535433300.0
12311,3.61,1535433600.0
13109,3.82,1535433900.0
13889,4.2,1535434200.0
14675,4.21,1535434500.0
15504,4.41,1535434800.0
16288,4.6,1535435100.0
17020,4.8,1535435400.0
17811,4.97,1535435700.0
18487,5.16,1535436000.0
19255,5.35,1535436300.0
19890,5.56,1535436600.0
20641,5.73,1535436900.0
21331,5.91,1535437200.0
22029,6.8,1535437500.0
22629,6.25,1535437800.0
23296,6.42,1535438100.0
23872,6.59,1535438400.0
24422,6.77,1535438700.0
24992,6.93,1535439000.0
25603,7.14,1535439300.0
26028,7.22,1535439600.0
26563,7.39,1535439900.0
27014,7.52,1535440200.0
27544,7.67,1535440500.0
27933,7.79,1535440800.0
28251,7.92,1535441100.0
28733,8.1,1535441400.0
29240,8.22,1535441700.0
29604,8.34,1535442000.0
29981,8.44,1535442300.0
30282,8.56,1535442600.0
30612,8.66,1535442900.0
30992,8.82,1535443200.0
31408,8.89,1535443500.0
31672,9.4,1535443800.0
32102,9.9,1535444100.0
32151,9.18,1535444400.0
32415,9.28,1535444700.0
32739,9.38,1535445000.0
33048,9.43,1535445300.0
33244,9.55,1535445600.0
33553,9.63,1535445900.0
33767,9.7,1535446200.0
34106,9.73,1535446500.0
34096,9.78,1535446800.0
34183,9.81,1535447100.0
34252,9.86,1535447400.0
34265,9.96,1535447700.0
34449,9.94,1535448000.0
34458,9.9,1535448300.0
34435,9.93,1535448600.0
34347,9.93,1535448900.0
34332,9.94,1535449200.0
34393,9.91,1535449500.0
34249,9.87,1535449800.0
34226,9.95,1535450100.0
34252,9.93,1535450400.0
34212,9.89,1535450700.0
34180,9.82,1535451000.0
33993,9.74,1535451300.0
33843,9.74,1535451600.0
33596,9.63,1535451900.0
33472,9.63,1535452200.0
33366,9.53,1535452500.0
33263,9.51,1535452800.0
32910,9.37,1535453100.0
32628,9.3,1535453400.0
32488,9.11,1535453700.0
31950,9.5,1535454000.0
31631,8.95,1535454300.0
31455,8.82,1535454600.0
30940,8.71,1535454900.0
30821,8.6,1535455200.0
30404,8.41,1535455500.0
30110,8.37,1535455800.0
29802,8.2,1535456100.0
29533,8.1,1535456400.0
28798,7.99,1535456700.0
28416,7.79,1535457000.0
28080,7.75,1535457300.0
27241,7.35,1535457600.0
27151,7.29,1535457900.0
27018,7.33,1535458200.0
26931,7.21,1535458500.0
26282,7.5,1535458800.0
24674,6.66,1535459100.0
25442,6.9,1535459400.0
25257,6.79,1535459700.0
24746,6.62,1535460000.0
23656,6.31,1535460300.0
22916,6.32,1535460600.0
22668,6.6,1535460900.0
21728,6.1,1535461200.0
21276,5.82,1535461500.0
20639,5.67,1535461800.0
18830,4.99,1535462100.0
13834,5.46,1535462400.0
19443,5.33,1535462700.0
18662,5.5,1535463000.0
17652,4.84,1535463300.0
17073,4.66,1535463600.0
16266,4.38,1535463900.0
15467,4.37,1535464200.0
14973,4.18,1535464500.0
14611,3.76,1535464800.0
8177,3.43,1535465100.0
8999,3.63,1535465400.0
11496,3.45,1535465700.0
12849,3.37,1535466000.0
11805,3.13,1535466300.0
10716,2.89,1535466600.0
10041,2.7,1535466900.0
9184,2.49,1535467200.0
8264,2.29,1535467500.0
7297,1.98,1535467800.0
4695,1.4,1535468100.0
5069,1.66,1535468400.0
5068,1.41,1535468700.0
4488,1.24,1535469000.0
2871,0.65,1535469300.0
2792,0.55,1535469600.0
2724,0.55,1535469900.0
2646,0.48,1535470200.0
2018,0.37,1535470500.0
1659,0.3,1535470800.0
1250,0.25,1535471100.0
975,0.21,1535471400.0
782,0.17,1535471700.0
542,0.12,1535472000.0
344,0.8,1535472300.0
210,0.6,1535472600.0
94,0.2,1535472900.0
4,0.1,1535473200.0
0,0.2,1535473500.0
0,0.3,1535473800.0
0,0.4,1535474100.0
0,0.4,1535474400.0
0,0.4,1535474700.0
0,0.4,1535475000.0
0,0.4,1535475300.0
0,0.4,1535475600.0
0,0.4,1535475900.0
0,0.3,1535476200.0
0,0.3,1535476500.0
0,0.4,1535476800.0
0,0.4,1535477100.0
0,0.4,1535477400.0
0,0.4,1535477700.0
0,0.3,1535478000.0
0,0.3,1535478300.0
0,0.4,1535478600.0
0,0.4,1535478900.0
0,0.3,1535479200.0
0,0.3,1535479500.0
0,0.4,1535479800.0
0,0.3,1535480100.0
0,0.3,1535480400.0
0,0.5,1535480700.0
0,0.3,1535481000.0
0,0.3,1535481300.0
0,0.3,1535481600.0
0,0.3,1535481900.0
0,0.3,1535482200.0
0,0.3,1535482500.0
0,0.3,1535482800.0
0,0.3,1535483100.0
0,0.2,1535483400.0
0,0.2,1535483700.0
0,0.2,1535484000.0
0,0.2,1535484300.0
0,0.2,1535484600.0
0,0.3,1535484900.0
0,0.2,1535485200.0
0,0.4,1535485500.0
0,0.3,1535485800.0
0,0.2,1535486100.0
0,0.2,1535486400.0
0,0.4,1535486700.0
0,0.2,1535487000.0
0,0.2,1535487300.0
0,0.2,1535487600.0
0,0.1,1535487900.0
0,0.3,1535488200.0
0,0.1,1535488500.0
0,0.1,1535488800.0
0,0.1,1535489100.0
0,0.1,1535489400.0
0,0.2,1535489700.0
0,0.1,1535490000.0
0,0.2,1535490300.0
0,0.1,1535490600.0
0,0.2,1535490900.0
0,0.1,1535491200.0
0,0.2,1535491500.0
0,0.2,1535491800.0
0,0.1,1535492100.0
0,0.1,1535492400.0
0,0.1,1535492700.0
0,0.2,1535493000.0
0,0.1,1535493300.0
0,0.1,1535493600.0
0,0.1,1535493900.0
0,0.1,1535494200.0
0,0.2,1535494500.0
0,0.2,1535494800.0
0,0.1,1535495100.0
0,0.1,1535495400.0
0,0.1,1535495700.0
0,0.1,1535496000.0
0,0.1,1535496300.0
0,0.1,1535496600.0
0,0.0,1535496900.0
0,0.0,1535497200.0
0,0.0,1535497500.0
0,0.1,1535497800.0
0,0.1,1535498100.0
0,0.0,1535498400.0
0,0.1,1535498700.0
0,0.0,1535499000.0
0,0.0,1535499300.0
0,0.1,1535499600.0
0,0.1,1535499900.0
0,0.0,1535500200.0
0,0.0,1535500500.0
0,0.1,1535500800.0
0,0.1,1535501100.0
0,0.1,1535501400.0
0,0.2,1535501700.0
0,0.1,1535502000.0
0,0.0,1535502300.0
0,0.1,1535502600.0
0,0.1,1535502900.0
0,0.1,1535503200.0
0,0.0,1535503500.0
0,0.1,1535503800.0
0,0.0,1535504100.0
0,0.1,1535504400.0
0,0.1,1535504700.0
0,0.1,1535505000.0
0,0.2,1535505300.0
0,0.0,1535505600.0
0,0.0,1535505900.0
0,0.1,1535506200.0
0,0.1,1535506500.0
0,0.1,1535506800.0
0,0.1,1535507100.0
0,0.1,1535507400.0
0,0.0,1535507700.0
0,0.1,1535508000.0
0,0.1,1535508300.0
0,0.0,1535508600.0
0,0.1,1535508900.0
0,0.0,1535509200.0
0,0.1,1535509500.0
0,0.1,1535509800.0
0,0.0,1535510100.0
0,0.0,1535510400.0
0,0.1,1535510700.0
0,0.1,1535511000.0
0,0.0,1535511300.0
0,0.0,1535511600.0
0,0.2,1535511900.0
0,0.2,1535512200.0
0,0.3,1535512500.0
0,0.7,1535512800.0
18,0.1,1535513100.0
141,0.14,1535513400.0
329,0.18,1535513700.0
468,0.22,1535514000.0
649,0.27,1535514300.0
934,0.38,1535514600.0
1189,0.4,1535514900.0
1192,0.44,1535515200.0
1381,0.55,1535515500.0
1967,0.52,1535515800.0
2300,1.25,1535516100.0
3916,1.44,1535516400.0
4346,1.71,1535516700.0
4377,0.99,1535517000.0
5290,1.23,1535517300.0
5608,1.27,1535517600.0
4713,0.99,1535517900.0
3711,0.93,1535518200.0
4168,1.17,1535518500.0
6031,1.48,1535518800.0
6467,2.19,1535519100.0
11550,3.59,1535519400.0
11285,1.52,1535519700.0
12783,3.34,1535520000.0
15235,4.19,1535520300.0
14973,4.16,1535520600.0
12508,4.21,1535520900.0
15778,4.52,1535521200.0
16670,4.67,1535521500.0
17110,4.8,1535521800.0
17588,4.98,1535522100.0
18300,5.15,1535522400.0
18849,5.26,1535522700.0
19301,5.47,1535523000.0
20213,5.69,1535523300.0
20330,5.44,1535523600.0
19528,4.9,1535523900.0
20295,5.6,1535524200.0
18706,5.38,1535524500.0
23144,6.93,1535524800.0
24811,6.92,1535525100.0
26012,6.7,1535525400.0
23195,6.41,1535525700.0
23905,7.5,1535526000.0
25715,7.14,1535526300.0
22209,6.77,1535526600.0
25399,5.55,1535526900.0
24220,7.81,1535527200.0
22394,4.89,1535527500.0
27837,7.91,1535527800.0
22965,4.51,1535528100.0
30875,8.75,1535528400.0
30470,7.59,1535528700.0
29792,8.62,1535529000.0
31337,8.73,1535529300.0
29873,8.58,1535529600.0
30667,7.45,1535529900.0
27399,7.89,1535530200.0
27505,7.52,1535530500.0
32230,8.88,1535530800.0
33461,9.39,1535531100.0
33484,9.54,1535531400.0
31205,9.44,1535531700.0
33466,9.54,1535532000.0
33548,9.55,1535532300.0
33484,9.61,1535532600.0
33311,9.61,1535532900.0
33441,9.55,1535533200.0
33546,9.62,1535533500.0
33513,9.49,1535533800.0
33580,9.83,1535534100.0
34024,9.85,1535534400.0
34047,9.8,1535534700.0
33969,9.88,1535535000.0
33565,9.42,1535535300.0
30869,9.73,1535535600.0
33424,9.58,1535535900.0
32935,9.45,1535536200.0
33666,9.59,1535536500.0
33310,9.63,1535536800.0
33519,9.59,1535537100.0
33314,9.72,1535537400.0
33445,9.77,1535537700.0
33540,9.61,1535538000.0
32949,9.22,1535538300.0
32783,9.26,1535538600.0
32631,9.5,1535538900.0
32971,9.37,1535539200.0
32757,9.29,1535539500.0
32312,9.21,1535539800.0
31793,9.17,1535540100.0
32121,9.4,1535540400.0
31657,8.94,1535540700.0
31305,8.76,1535541000.0
30869,8.63,1535541300.0
30464,8.6,1535541600.0
30151,8.43,1535541900.0
29861,8.29,1535542200.0
29643,8.25,1535542500.0
29276,8.7,1535542800.0
28939,7.93,1535543100.0
28866,8.1,1535543400.0
28673,7.83,1535543700.0
28490,7.84,1535544000.0
27797,7.49,1535544300.0
26696,7.25,1535544600.0
26464,7.33,1535544900.0
25229,6.9,1535545200.0
25781,7.0,1535545500.0
25661,6.86,1535545800.0
24923,6.73,1535546100.0
24622,6.68,1535546400.0
24036,6.45,1535546700.0
22990,6.31,1535547000.0
22384,6.12,1535547300.0
22100,6.0,1535547600.0
21378,5.87,1535547900.0
20695,5.68,1535548200.0
20158,5.53,1535548500.0
19422,5.38,1535548800.0
18551,5.17,1535549100.0
18054,5.1,1535549400.0
17846,4.88,1535549700.0
16674,4.59,1535550000.0
16059,4.44,1535550300.0
15346,4.2,1535550600.0
14373,3.95,1535550900.0
13531,3.71,1535551200.0
12956,3.5,1535551500.0
12166,3.26,1535551800.0
11372,3.7,1535552100.0
10793,2.96,1535552400.0
10261,2.85,1535552700.0
9496,2.85,1535553000.0
10128,2.81,1535553300.0
9881,2.74,1535553600.0
9745,2.66,1535553900.0
9537,2.54,1535554200.0
8875,2.34,1535554500.0
8137,2.9,1535554800.0
7075,1.8,1535555100.0
5763,1.44,1535555400.0
4150,0.77,1535555700.0
2819,0.46,1535556000.0
1834,0.33,1535556300.0
1182,0.24,1535556600.0
735,0.16,1535556900.0
437,0.13,1535557200.0
235,0.9,1535557500.0
77,0.7,1535557800.0
27,0.5,1535558100.0
0,0.3,1535558400.0
0,0.2,1535558700.0
0,0.1,1535559000.0
0,0.3,1535559300.0
0,0.4,1535559600.0
0,0.4,1535559900.0
0,0.6,1535560200.0
0,0.3,1535560500.0
0,0.0,1535560800.0
0,0.1,1535561100.0
0,0.1,1535561400.0
0,0.0,1535561700.0
0,0.1,1535562000.0
0,0.1,1535562300.0
0,0.1,1535562600.0
0,0.1,1535562900.0
0,0.1,1535563200.0
0,0.0,1535563500.0
0,0.0,1535563800.0
0,0.1,1535564100.0
0,0.0,1535564400.0
0,0.2,1535564700.0
0,0.2,1535565000.0
0,0.1,1535565300.0
0,0.1,1535565600.0
0,0.1,1535565900.0
0,0.0,1535566200.0
0,0.1,1535566500.0
0,0.0,1535566800.0
0,0.1,1535567100.0
0,0.1,1535567400.0
0,0.1,1535567700.0
0,0.1,1535568000.0
0,0.1,1535568300.0
0,0.2,1535568600.0
0,0.2,1535568900.0
0,0.2,1535569200.0
0,0.2,1535569500.0
0,0.2,1535569800.0
0,0.2,1535570100.0
0,0.1,1535570400.0
0,0.1,1535570700.0
0,0.1,1535571000.0
0,0.1,1535571300.0
0,0.1,1535571600.0
0,0.0,1535571900.0
0,0.1,1535572200.0
0,0.1,1535572500.0
0,0.1,1535572800.0
0,0.0,1535573100.0
0,0.0,1535573400.0
0,0.0,1535573700.0
0,0.0,1535574000.0
0,0.1,1535574300.0
0,0.1,1535574600.0
0,0.1,1535574900.0
0,0.0,1535575200.0
0,0.0,1535575500.0
0,0.0,1535575800.0
0,0.0,1535576100.0
0,0.0,1535576400.0
0,0.1,1535576700.0
0,0.0,1535577000.0
0,0.1,1535577300.0
0,0.0,1535577600.0
0,0.1,1535577900.0
0,0.1,1535578200.0
0,0.1,1535578500.0
0,0.1,1535578800.0
0,0.1,1535579100.0
0,0.1,1535579400.0
0,0.1,1535579700.0
0,0.1,1535580000.0
0,0.0,1535580300.0
0,0.1,1535580600.0
0,0.1,1535580900.0
0,0.1,1535581200.0
0,0.0,1535581500.0
0,0.2,1535581800.0
0,0.2,1535582100.0
0,0.1,1535582400.0
0,0.1,1535582700.0
0,0.1,1535583000.0
0,0.0,1535583300.0
0,0.1,1535583600.0
0,0.1,1535583900.0
0,0.1,1535584200.0
0,0.1,1535584500.0
0,0.1,1535584800.0
0,0.1,1535585100.0
0,0.0,1535585400.0
0,0.0,1535585700.0
0,0.1,1535586000.0
0,0.1,1535586300.0
0,0.1,1535586600.0
0,0.0,1535586900.0
0,0.1,1535587200.0
34831,9.84,1536831900.0
30029,9.91,1536832200.0
33882,9.76,1536832500.0
34003,9.59,1536832800.0
32245,9.18,1536833100.0
17649,2.88,1536833400.0
32479,7.83,1536833700.0
34125,9.99,1536834000.0
34446,9.65,1536834300.0
34093,9.61,1536834600.0
32971,9.52,1536834900.0
32794,9.42,1536835200.0
32948,9.46,1536835500.0
32667,9.25,1536835800.0
32092,9.2,1536836100.0
32538,9.34,1536836400.0
24904,2.47,1536836700.0
23858,7.9,1536837000.0
24695,3.5,1536837300.0
33591,7.93,1536837600.0
18189,1.75,1536837900.0
4948,1.14,1536838200.0
4293,1.11,1536838500.0
3709,0.88,1536838800.0
3401,0.85,1536839100.0
2536,0.52,1536839400.0
1570,0.4,1536839700.0
1328,0.48,1536840000.0
2526,0.87,1536840300.0
4043,0.97,1536840600.0
12387,4.63,1536840900.0
19141,2.55,1536841200.0
19383,7.1,1536841500.0
22671,7.0,1536841800.0
27814,7.25,1536842100.0
18425,2.22,1536842400.0
17746,7.3,1536842700.0
25988,6.69,1536843000.0
25577,6.58,1536843300.0
22789,5.84,1536843600.0
21488,5.77,1536843900.0
21233,4.36,1536844200.0
14349,3.87,1536844500.0
7324,1.7,1536844800.0
3823,1.3,1536845100.0
3833,0.88,1536845400.0
3486,0.86,1536845700.0
3757,1.2,1536846000.0
4502,1.1,1536846300.0
3165,0.59,1536846600.0
1743,0.54,1536846900.0
2004,0.5,1536847500.0
1180,0.4,1536847800.0
1459,0.5,1536848100.0
2187,0.79,1536848400.0
3453,0.85,1536848700.0
3460,1.2,1536849000.0
4129,1.16,1536849300.0
2513,0.61,1536849600.0
1832,0.47,1536849900.0
1415,0.5,1536850200.0
1867,0.51,1536850500.0
1857,0.42,1536850800.0
1267,0.37,1536851100.0
1087,0.36,1536851400.0
893,0.25,1536851700.0
503,0.19,1536852000.0
290,0.15,1536852300.0
181,0.13,1536852600.0
135,0.12,1536852900.0
100,0.1,1536853200.0
53,0.7,1536853500.0
17,0.6,1536853800.0
12,0.5,1536854100.0
1,0.1,1536854400.0
0,0.1,1536854700.0
0,0.1,1536855000.0
0,0.2,1536855300.0
0,0.1,1536855600.0
0,0.2,1536855900.0
0,0.2,1536856200.0
0,0.2,1536856500.0
0,0.2,1536856800.0
0,0.1,1536857100.0
0,0.1,1536857400.0
0,0.1,1536857700.0
0,0.1,1536858000.0
0,0.1,1536858300.0
0,0.1,1536858600.0
0,0.1,1536858900.0
0,0.1,1536859200.0
0,0.1,1536859500.0
0,0.1,1536859800.0
0,0.0,1536860100.0
0,0.1,1536860400.0
0,0.1,1536860700.0
0,0.2,1536861000.0
0,0.1,1536861300.0
0,0.0,1536861600.0
0,0.0,1536861900.0
0,0.0,1536862200.0
0,0.1,1536862500.0
0,0.0,1536862800.0
0,0.1,1536863100.0
0,0.1,1536863400.0
0,0.1,1536863700.0
0,0.0,1536864000.0
0,0.1,1536864300.0
0,0.1,1536864600.0
0,0.1,1536864900.0
0,0.0,1536865200.0
0,0.0,1536865500.0
0,0.1,1536865800.0
0,0.0,1536866100.0
0,0.0,1536866400.0
0,0.0,1536866700.0
0,0.1,1536867000.0
0,0.1,1536867300.0
0,0.1,1536867600.0
0,0.0,1536867900.0
0,0.1,1536868200.0
0,0.0,1536868500.0
0,0.0,1536868800.0
0,0.1,1536869100.0
0,0.1,1536869400.0
0,0.1,1536869700.0
0,0.1,1536870000.0
0,0.1,1536870300.0
0,0.0,1536870600.0
0,0.1,1536870900.0
0,0.1,1536871200.0
0,0.0,1536871500.0
0,0.2,1536871800.0
0,0.1,1536872100.0
0,0.2,1536872400.0
0,0.2,1536872700.0
0,0.2,1536873000.0
0,0.1,1536873300.0
0,0.2,1536873600.0
0,0.1,1536873900.0
0,0.0,1536874200.0
0,0.1,1536874500.0
0,0.1,1536874800.0
0,0.2,1536875100.0
0,0.1,1536875400.0
0,0.1,1536875700.0
0,0.1,1536876000.0
0,0.1,1536876300.0
0,0.1,1536876600.0
0,0.1,1536876900.0
0,0.1,1536877200.0
0,0.0,1536877500.0
0,0.1,1536877800.0
0,0.1,1536878100.0
0,0.1,1536878400.0
0,0.1,1536878700.0
0,0.0,1536879000.0
0,0.0,1536879300.0
0,0.0,1536879600.0
0,0.1,1536879900.0
0,0.0,1536880200.0
0,0.1,1536880500.0
0,0.1,1536880800.0
0,0.1,1536881100.0
0,0.0,1536881400.0
0,0.1,1536881700.0
0,0.1,1536882000.0
0,0.1,1536882300.0
0,0.0,1536882600.0
0,0.1,1536882900.0
0,0.1,1536883200.0
0,0.0,1536883500.0
0,0.0,1536883800.0
0,0.0,1536884100.0
0,0.0,1536884400.0
0,0.0,1536884700.0
0,0.0,1536885000.0
0,0.0,1536885300.0
0,0.1,1536885600.0
0,0.1,1536885900.0
0,0.0,1536886200.0
0,0.0,1536886500.0
0,0.0,1536886800.0
0,0.1,1536887100.0
0,0.1,1536887400.0
0,0.1,1536887700.0
0,0.1,1536888000.0
0,0.1,1536888300.0
0,0.1,1536888600.0
0,0.0,1536888900.0
0,0.1,1536889200.0
0,0.1,1536889500.0
